input_curie	preferred_identifier	preferred_label	confidence	method	mapping_relation	combo_concept_id	combo_label	source_identifier	evidence
COMBO:1.2.15.2.2	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.2	Retained_Cupping	COMBO:1.2.15.2.2	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.3	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.3	Multiple_Cupping	COMBO:1.2.15.2.3	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.4	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.4	Dry_Cupping	COMBO:1.2.15.2.4	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.5	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.5	Needle_Cupping	COMBO:1.2.15.2.5	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.6	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.6	Water_Cupping	COMBO:1.2.15.2.6	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.7	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.7	Flash_Cupping	COMBO:1.2.15.2.7	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.8	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.8	Fire_Cupping	COMBO:1.2.15.2.8	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.9	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.9	Moving_Cupping	COMBO:1.2.15.2.9	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.10	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.10	Pulsating_Cupping	COMBO:1.2.15.2.10	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.5.1.2.1	UMLS:C0282567	Applied_Kinesiology	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.1.2.1	Kinesiology_Muscle_Test	COMBO:1.2.15.5.1.2.1	hierarchy_backoff:ancestor=1.2.15.5.1.2:distance=1
COMBO:1.2.15.5.3.2	UMLS:C3658309	Soft_Tissue_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.2	Emmett_Technique	COMBO:1.2.15.5.3.2	hierarchy_backoff:ancestor=1.2.15.5.3:distance=1
COMBO:1.2.15.5.3.6.1.5	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.5	Neuromuscular_Massage	COMBO:1.2.15.5.3.6.1.5	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.6	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.6	Trigger_Point_Massage	COMBO:1.2.15.5.3.6.1.6	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.7	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.7	Rhythmical_Massage	COMBO:1.2.15.5.3.6.1.7	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.8	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.8	Perineal_Massage	COMBO:1.2.15.5.3.6.1.8	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.12	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.12	Roll_Stretch_Massage	COMBO:1.2.15.5.3.6.1.12	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.13	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.13	Aston_Massage	COMBO:1.2.15.5.3.6.1.13	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.15	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.15	Skin_Rehabilitation_Massage_Therapy	COMBO:1.2.15.5.3.6.1.15	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.1.16	UMLS:C2584291	Therapeutic_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.1.16	Integrative_Massage	COMBO:1.2.15.5.3.6.1.16	hierarchy_backoff:ancestor=1.2.15.5.3.6.1:distance=1
COMBO:1.2.15.5.3.6.2.1	UMLS:C0884467	Oriental_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.1	Chinese_Massage	COMBO:1.2.15.5.3.6.2.1	hierarchy_backoff:ancestor=1.2.15.5.3.6.2:distance=1
COMBO:1.2.15.5.3.6.2.1.3	UMLS:C0884467	Oriental_Massage	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.1.3	Qigong_Massage	COMBO:1.2.15.5.3.6.2.1.3	hierarchy_backoff:ancestor=1.2.15.5.3.6.2:distance=2
COMBO:1.2.15.5.3.6.2.2	UMLS:C0884467	Oriental_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.2	Anma	COMBO:1.2.15.5.3.6.2.2	hierarchy_backoff:ancestor=1.2.15.5.3.6.2:distance=1
COMBO:1.2.15.5.3.6.2.3	UMLS:C0884467	Oriental_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.3	Tibetan_Massage	COMBO:1.2.15.5.3.6.2.3	hierarchy_backoff:ancestor=1.2.15.5.3.6.2:distance=1
COMBO:1.2.15.5.3.6.2.5.1	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.1	Namikoshi_Shiatsu	COMBO:1.2.15.5.3.6.2.5.1	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.2	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.2	Tao_Shiatsu	COMBO:1.2.15.5.3.6.2.5.2	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.3	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.3	Meridian_Shiatsu	COMBO:1.2.15.5.3.6.2.5.3	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.4	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.4	Quantum_Shiatsu	COMBO:1.2.15.5.3.6.2.5.4	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.5	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.5	Japanese_Shiatsu	COMBO:1.2.15.5.3.6.2.5.5	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.6	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.6	Ohashiatsu	COMBO:1.2.15.5.3.6.2.5.6	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.7	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.7	Zen_Shiatsu	COMBO:1.2.15.5.3.6.2.5.7	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.2.5.8	UMLS:C0973228	Shiatsu_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.2.5.8	Tsubo_Shiatsu	COMBO:1.2.15.5.3.6.2.5.8	hierarchy_backoff:ancestor=1.2.15.5.3.6.2.5:distance=1
COMBO:1.2.15.5.3.6.4	UMLS:C3536731	Massage_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.4	Foot_Massage	COMBO:1.2.15.5.3.6.4	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=1
COMBO:1.2.15.5.3.6.4.1	UMLS:C3536731	Massage_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.4.1	Foot_Reflexion_Massage	COMBO:1.2.15.5.3.6.4.1	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=2
COMBO:1.2.15.5.3.6.6.1	UMLS:C2316341	Abdominal_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.6.1	Abdominal_Meridian_Massage	COMBO:1.2.15.5.3.6.6.1	hierarchy_backoff:ancestor=1.2.15.5.3.6.6:distance=1
COMBO:1.2.15.5.3.6.10	UMLS:C3536731	Massage_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.10	Marma_Massage_Therapy	COMBO:1.2.15.5.3.6.10	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=1
COMBO:1.2.15.5.3.6.11	UMLS:C3536731	Massage_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.11	Lomilomi_Massage	COMBO:1.2.15.5.3.6.11	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=1
COMBO:1.2.15.5.3.6.12	UMLS:C3536731	Massage_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.12	Esalen_Massage	COMBO:1.2.15.5.3.6.12	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=1
COMBO:1.2.15.5.3.6.13	UMLS:C3536731	Massage_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.13	Oil_Massage	COMBO:1.2.15.5.3.6.13	hierarchy_backoff:ancestor=1.2.15.5.3.6:distance=1
COMBO:1.2.15.5.3.6.14.1	UMLS:C2945661	Swedish_Massage	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.6.14.1	Effleurage_Massage	COMBO:1.2.15.5.3.6.14.1	hierarchy_backoff:ancestor=1.2.15.5.3.6.14:distance=1
COMBO:1.2.15.5.3.9	UMLS:C3658309	Soft_Tissue_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.9	Trager_Therapy	COMBO:1.2.15.5.3.9	hierarchy_backoff:ancestor=1.2.15.5.3:distance=1
COMBO:1.2.15.5.3.10	UMLS:C3658309	Soft_Tissue_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.10	Trigger_Point_Therapy	COMBO:1.2.15.5.3.10	hierarchy_backoff:ancestor=1.2.15.5.3:distance=1
COMBO:1.2.15.5.3.10.1	UMLS:C3658309	Soft_Tissue_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.3.10.1	Trigger_Point_Massage	COMBO:1.2.15.5.3.10.1	hierarchy_backoff:ancestor=1.2.15.5.3:distance=2
COMBO:1.2.15.5.5	UMLS:C0454525	Manual_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.5.5	Neurocranial_Restructuring	COMBO:1.2.15.5.5	hierarchy_backoff:ancestor=1.2.15.5:distance=1
COMBO:1.2.16.2.1.1	UMLS:C5544506	Aquatic_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.16.2.1.1	Aqua_Lymphatic_Therapy	COMBO:1.2.16.2.1.1	hierarchy_backoff:ancestor=1.2.16.2.1:distance=1
COMBO:1.2.16.2.3	UMLS:C0020311	Hydrotherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.16.2.3	Thermal_Bath	COMBO:1.2.16.2.3	hierarchy_backoff:ancestor=1.2.16.2:distance=1
COMBO:1.2.16.2.4	UMLS:C0020311	Hydrotherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.16.2.4	Soak_in_Hot_Spring	COMBO:1.2.16.2.4	hierarchy_backoff:ancestor=1.2.16.2:distance=1
COMBO:1.2.20.1	UMLS:C0884710	Shirodhara_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.20.1	Jaladhara_Therapy	COMBO:1.2.20.1	hierarchy_backoff:ancestor=1.2.20:distance=1
COMBO:1.2.20.2	UMLS:C0884710	Shirodhara_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.20.2	Thyladhara_Therapy	COMBO:1.2.20.2	hierarchy_backoff:ancestor=1.2.20:distance=1
COMBO:1.2.20.3	UMLS:C0884710	Shirodhara_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.20.3	Ksheeradhara_Therapy	COMBO:1.2.20.3	hierarchy_backoff:ancestor=1.2.20:distance=1
COMBO:1.2.20.4	UMLS:C0884710	Shirodhara_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.20.4	Thakradhara_Therapy	COMBO:1.2.20.4	hierarchy_backoff:ancestor=1.2.20:distance=1
COMBO:1.2.22.1.1	UMLS:C5237316	Local_Vibration_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.22.1.1	Focal_Muscle_Vibration	COMBO:1.2.22.1.1	hierarchy_backoff:ancestor=1.2.22.1:distance=1
COMBO:1.2.22.10.1	UMLS:C5238484	Whole Body Vibration Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.22.10.1	Whole_Body_Vibration_Exercise	COMBO:1.2.22.10.1	hierarchy_backoff:ancestor=1.2.22.10:distance=1
COMBO:1.3.1	MESH:D000083626	Psychological Intervention	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1	Mind	COMBO:1.3.1	hierarchy_backoff:ancestor=1.3:distance=1
COMBO:1.3.1.2.1.1.1	UMLS:C0003827	Art_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.1.1.1	Pottery	COMBO:1.3.1.2.1.1.1	hierarchy_backoff:ancestor=1.3.1.2.1.1:distance=1
COMBO:1.3.1.2.1.1.2	UMLS:C0003827	Art_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.1.1.2	Chinese_Calligraphy_Therapy	COMBO:1.3.1.2.1.1.2	hierarchy_backoff:ancestor=1.3.1.2.1.1:distance=1
COMBO:1.3.1.2.1.1.4	UMLS:C0003827	Art_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.1.1.4	Mandala_Therapy	COMBO:1.3.1.2.1.1.4	hierarchy_backoff:ancestor=1.3.1.2.1.1:distance=1
COMBO:1.3.1.2.3.1	MESH:D009147	Music Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.3.1	Musical_Game	COMBO:1.3.1.2.3.1	hierarchy_backoff:ancestor=1.3.1.2.3:distance=1
COMBO:1.3.1.2.3.7	MESH:D009147	Music Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.3.7	Raga_Therapy	COMBO:1.3.1.2.3.7	hierarchy_backoff:ancestor=1.3.1.2.3:distance=1
COMBO:1.3.1.2.5.1	MESH:D001326	Progressive Muscle Relaxation	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.2.5.1	Abbreviated_Muscle_Relaxation_Therapy	COMBO:1.3.1.2.5.1	hierarchy_backoff:ancestor=1.3.1.2.5:distance=1
COMBO:1.3.1.4.1	MESH:D005081	Exercise Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1	Meditative_Movement	COMBO:1.3.1.4.1	hierarchy_backoff:ancestor=1.3.1.4:distance=1
COMBO:1.3.1.4.1.1	MESH:D005081	Exercise Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.1	Pilates_Based_Exercise	COMBO:1.3.1.4.1.1	hierarchy_backoff:ancestor=1.3.1.4:distance=2
COMBO:1.3.1.4.1.3.2	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.2	Kundalini_Yoga	COMBO:1.3.1.4.1.3.2	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.3	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.3	Raja_Yoga	COMBO:1.3.1.4.1.3.3	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.4	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.4	Circular_Yoga	COMBO:1.3.1.4.1.3.4	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.5	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.5	Face_Yoga	COMBO:1.3.1.4.1.3.5	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.6	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.6	Pranayama_Yoga	COMBO:1.3.1.4.1.3.6	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.7	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.7	Sudarshana_Kriya_Yoga	COMBO:1.3.1.4.1.3.7	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.8	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.8	Kripalu_Yoga	COMBO:1.3.1.4.1.3.8	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.9	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.9	Hot_Yoga	COMBO:1.3.1.4.1.3.9	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.9.1	UMLS:C1883583	Yoga Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.9.1	Bikram_Yoga	COMBO:1.3.1.4.1.3.9.1	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=2
COMBO:1.3.1.4.1.3.10	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.10	Ashtanga_Yoga	COMBO:1.3.1.4.1.3.10	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.11	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.11	Tibetan_Yoga	COMBO:1.3.1.4.1.3.11	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.12	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.12	Chair_Yoga	COMBO:1.3.1.4.1.3.12	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.13	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.13	Sivananda_Yoga	COMBO:1.3.1.4.1.3.13	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.14	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.14	Bhakti_Yoga	COMBO:1.3.1.4.1.3.14	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.15	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.15	Tantra_Yoga	COMBO:1.3.1.4.1.3.15	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.16	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.16	Vinyasa_Yoga	COMBO:1.3.1.4.1.3.16	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.17	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.17	Creative_Yoga	COMBO:1.3.1.4.1.3.17	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.18	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.18	Relaxing_Yoga	COMBO:1.3.1.4.1.3.18	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.19	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.19	Power_Yoga	COMBO:1.3.1.4.1.3.19	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.20	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.20	Iyengar_Yoga	COMBO:1.3.1.4.1.3.20	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.21	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.21	Karma_Yoga	COMBO:1.3.1.4.1.3.21	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.22	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.22	Jinana_Yoga	COMBO:1.3.1.4.1.3.22	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.23	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.23	Sahaj_Yoga	COMBO:1.3.1.4.1.3.23	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.24	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.24	Hatha_Yoga	COMBO:1.3.1.4.1.3.24	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.3.25	UMLS:C1883583	Yoga Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.3.25	Yoga_Nidra	COMBO:1.3.1.4.1.3.25	hierarchy_backoff:ancestor=1.3.1.4.1.3:distance=1
COMBO:1.3.1.4.1.4	MESH:D005081	Exercise Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4	Qigong_Therapy	COMBO:1.3.1.4.1.4	hierarchy_backoff:ancestor=1.3.1.4:distance=2
COMBO:1.3.1.4.1.4.1	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.1	Hua_Gong	COMBO:1.3.1.4.1.4.1	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.2	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.2	Medical_Qigong	COMBO:1.3.1.4.1.4.2	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.2.1	MESH:D005081	Exercise Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.2.1	External_Qi_Gong_Therapy	COMBO:1.3.1.4.1.4.2.1	hierarchy_backoff:ancestor=1.3.1.4:distance=4
COMBO:1.3.1.4.1.4.2.2	MESH:D005081	Exercise Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.2.2	Dongeui_Qigong	COMBO:1.3.1.4.1.4.2.2	hierarchy_backoff:ancestor=1.3.1.4:distance=4
COMBO:1.3.1.4.1.4.2.3	MESH:D005081	Exercise Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.2.3	Guolin_Qigong	COMBO:1.3.1.4.1.4.2.3	hierarchy_backoff:ancestor=1.3.1.4:distance=4
COMBO:1.3.1.4.1.4.2.4	MESH:D005081	Exercise Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.2.4	Qigong_Healer	COMBO:1.3.1.4.1.4.2.4	hierarchy_backoff:ancestor=1.3.1.4:distance=4
COMBO:1.3.1.4.1.4.3	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.3	Chan_Mi_Gong	COMBO:1.3.1.4.1.4.3	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.4	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.4	Yi_Jia_Gong	COMBO:1.3.1.4.1.4.4	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.5	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.5	Biyun_Qi_Gong	COMBO:1.3.1.4.1.4.5	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.6	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.6	Daoyin_Qi_Gong	COMBO:1.3.1.4.1.4.6	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.7	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.7	Qi_Gong_Yangsheng	COMBO:1.3.1.4.1.4.7	hierarchy_backoff:ancestor=1.3.1.4:distance=3
COMBO:1.3.1.4.1.4.8	MESH:D005081	Exercise Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.3.1.4.1.4.8	Baduanjin_Qi_Gong	COMBO:1.3.1.4.1.4.8	hierarchy_backoff:ancestor=1.3.1.4:distance=3
